cve,package,version,severity,kev,kev_date_added,epss,epss_percentile,exploitdb,exploitdb_ids,commit_links,patch_links,fix_commits,repo_urls,ghsa_ids,introduced_versions,fixed_versions,cvss_base,cvss_vector,cvss_version
CVE-2025-0913,stdlib,go1.23.7,Medium,False,,0.0004,0.12094,no,,,,,,,3901409b5d0fb7c85a3e6730a59943cc93b2835c,d375ae50633cdf1cd8536f2a199c382f9053b638 | 6796ebb2cb66b316a07998cdcd69b1c486b8579e,,,
CVE-2025-22871,stdlib,go1.23.7,Critical,False,,0.00094,0.26092,no,,,,,,,,,,,
CVE-2025-22873,stdlib,go1.23.7,Low,False,,3e-05,0.00136,no,,,,,,,3901409b5d0fb7c85a3e6730a59943cc93b2835c,f77084d15d53e6aa09d2e7f867e69cc9766da2c5 | 34c8b14ca9f4096383d658fbd748322a993a2bd2,,,
CVE-2025-4673,stdlib,go1.23.7,Medium,False,,0.00074,0.22425,no,,,,,,,,,,,
CVE-2025-4674,stdlib,go1.23.7,High,False,,6e-05,0.00383,no,,,,,,,3901409b5d0fb7c85a3e6730a59943cc93b2835c,0a75dd7c2dcf7057ef200290d8f5c4c1514dba80 | 9d828e80fa1f3cc52de60428cae446b35b576de8,,,
CVE-2025-47906,stdlib,go1.23.7,Medium,False,,0.00026,0.0725,no,,,,,,,3901409b5d0fb7c85a3e6730a59943cc93b2835c,dd8b7ad9268c2fbde675132a41b4e4da02eef94d | 7f36edc26d4e3becb6d9c9008ff00f260bb19055,,,
CVE-2025-47907,stdlib,go1.23.7,High,False,,0.00013,0.01961,no,,,,,,,3901409b5d0fb7c85a3e6730a59943cc93b2835c,dd8b7ad9268c2fbde675132a41b4e4da02eef94d | 7f36edc26d4e3becb6d9c9008ff00f260bb19055,,,
CVE-2025-47912,stdlib,go1.23.7,Medium,False,,0.00018,0.04808,no,,,,,,,6e676ab2b809d46623acb5988248d95d1eb7939c,3a666bca00d7fb30d55e252131ea2cf2006dc3a3 | bed6c81c2dceeb19c7f9e46fc173671abcda7cfd,,,
CVE-2025-58183,stdlib,go1.23.7,Medium,False,,0.00018,0.04813,no,,,,,,,,,,,
CVE-2025-58185,stdlib,go1.23.7,Medium,False,,0.00025,0.07141,no,,,,,,,6e676ab2b809d46623acb5988248d95d1eb7939c,3a666bca00d7fb30d55e252131ea2cf2006dc3a3 | bed6c81c2dceeb19c7f9e46fc173671abcda7cfd,,,
CVE-2025-58186,stdlib,go1.23.7,Medium,False,,0.00031,0.08778,no,,,,,,,,,,,
CVE-2025-58187,stdlib,go1.23.7,High,False,,0.00015,0.03032,no,,,,,,,6e676ab2b809d46623acb5988248d95d1eb7939c,8e10ef451a1b6a1e8861ced1154e1c3265bfa01b | 28622c19591d95c9a83f706f2ed1b303d58da85f,,,
CVE-2025-58188,stdlib,go1.23.7,High,False,,9e-05,0.00851,no,,,,,,,6e676ab2b809d46623acb5988248d95d1eb7939c,3a666bca00d7fb30d55e252131ea2cf2006dc3a3 | bed6c81c2dceeb19c7f9e46fc173671abcda7cfd,,,
CVE-2025-58189,stdlib,go1.23.7,Medium,False,,0.00013,0.02064,no,,,,,,,6e676ab2b809d46623acb5988248d95d1eb7939c,3a666bca00d7fb30d55e252131ea2cf2006dc3a3 | bed6c81c2dceeb19c7f9e46fc173671abcda7cfd,,,
CVE-2025-61723,stdlib,go1.23.7,High,False,,0.00032,0.09096,no,,,,,,,6e676ab2b809d46623acb5988248d95d1eb7939c,3a666bca00d7fb30d55e252131ea2cf2006dc3a3 | bed6c81c2dceeb19c7f9e46fc173671abcda7cfd,,,
CVE-2025-61724,stdlib,go1.23.7,Medium,False,,0.00017,0.04314,no,,,,,,,6e676ab2b809d46623acb5988248d95d1eb7939c,3a666bca00d7fb30d55e252131ea2cf2006dc3a3 | bed6c81c2dceeb19c7f9e46fc173671abcda7cfd,,,
CVE-2025-61725,stdlib,go1.23.7,High,False,,0.0004,0.12218,no,,,,,,,,,,,
CVE-2025-61726,stdlib,go1.23.7,High,False,,0.00034,0.09889,no,,,,,,,6e676ab2b809d46623acb5988248d95d1eb7939c,63a1b82d1e68ddd87652467303901593efe0ff11 | 69801b25b9624c3a678ef87d30771861e7bba51f,,,
CVE-2025-61727,stdlib,go1.23.7,Medium,False,,0.00011,0.01458,no,,,,,,,6e676ab2b809d46623acb5988248d95d1eb7939c,1296453960bac0fb5675853c40e3747e5237e16e | fefb02adf45c4bcc879bd406a8d61f2a292c26a9,,,
CVE-2025-61728,stdlib,go1.23.7,Medium,False,,0.00019,0.05153,no,,,,,,,6e676ab2b809d46623acb5988248d95d1eb7939c,63a1b82d1e68ddd87652467303901593efe0ff11 | 69801b25b9624c3a678ef87d30771861e7bba51f,,,
CVE-2025-61729,stdlib,go1.23.7,High,False,,0.00023,0.06307,no,,,,,,,6e676ab2b809d46623acb5988248d95d1eb7939c,1296453960bac0fb5675853c40e3747e5237e16e | fefb02adf45c4bcc879bd406a8d61f2a292c26a9,,,
CVE-2025-61730,stdlib,go1.23.7,Medium,False,,9e-05,0.00869,no,,,,,,,6e676ab2b809d46623acb5988248d95d1eb7939c,63a1b82d1e68ddd87652467303901593efe0ff11 | 69801b25b9624c3a678ef87d30771861e7bba51f,,,
CVE-2025-61731,stdlib,go1.23.7,High,False,,0.0001,0.01241,no,,,,,,,6e676ab2b809d46623acb5988248d95d1eb7939c,63a1b82d1e68ddd87652467303901593efe0ff11 | 69801b25b9624c3a678ef87d30771861e7bba51f,,,
CVE-2025-61732,stdlib,go1.23.7,High,False,,7e-05,0.00623,no,,,,,,,6e676ab2b809d46623acb5988248d95d1eb7939c,96e4e2b1616c3c59577d48abcf2823bf1fdcd2e2 | eaf3bc799a221cc375f188e8699c9330c1caf40a,,,
CVE-2025-68121,stdlib,go1.23.7,Critical,False,,0.00018,0.04493,no,,,,,,,6e676ab2b809d46623acb5988248d95d1eb7939c,96e4e2b1616c3c59577d48abcf2823bf1fdcd2e2 | eaf3bc799a221cc375f188e8699c9330c1caf40a,,,
CVE-2026-25679,stdlib,go1.23.7,High,False,,0.00051,0.15881,no,,,,,,,,,,,
CVE-2026-27139,stdlib,go1.23.7,Low,False,,8e-05,0.00716,no,,,,,,,,,,,
CVE-2026-27140,stdlib,go1.23.7,High,False,,0.00014,0.02746,no,,,,,,,,,,,
CVE-2026-27142,stdlib,go1.23.7,Medium,False,,0.00015,0.03399,no,,,,,,,,,,,
CVE-2026-27143,stdlib,go1.23.7,Critical,False,,0.00018,0.04556,no,,,,,,,,,,,
CVE-2026-27144,stdlib,go1.23.7,High,False,,6e-05,0.00313,no,,,,,,,,,,,
CVE-2026-32280,stdlib,go1.23.7,High,False,,0.00017,0.04387,no,,,,,,,,,,,
CVE-2026-32281,stdlib,go1.23.7,High,False,,0.00018,0.04595,no,,,,,,,,,,,
CVE-2026-32282,stdlib,go1.23.7,Medium,False,,8e-05,0.0081,no,,,,,,,,,,,
